ptype,model_key,rank,ngram,coefficient
15,ptype_15,6,this the,0.7353855816565299
15,ptype_15,7,days,0.7170370671673236
15,ptype_15,8,at,0.6623584680989555
15,ptype_15,9,use,0.6604459578881745
15,ptype_15,10,question about,0.6466023225655957
15,ptype_15,11,use it,0.6287503857861538
15,ptype_15,12,talking about,0.6210833344786642
15,ptype_15,13,weeks,0.5949030176168452
15,ptype_15,14,do not,0.5916019606690828
15,ptype_15,15,why is,0.590379967396476
15,ptype_15,16,step,0.5892161277345099
15,ptype_15,17,talking,0.565091598291836
15,ptype_15,18,team,0.5641590868432472
15,ptype_15,19,you question,0.5634786225355115
15,ptype_15,20,sorry not,0.5599253062067998
16,ptype_16,1,note this,2.730810447087135
16,ptype_16,2,note,2.2130113339671436
16,ptype_16,3,this is,2.0632244294806275
16,ptype_16,4,this,1.390037809661655
16,ptype_16,5,ask for,0.9270141032512725
16,ptype_16,6,may not,0.9022078896887262
16,ptype_16,7,is good,0.9011826016374865
16,ptype_16,8,step for,0.888498632048911
16,ptype_16,9,approach https,0.880543107435587
16,ptype_16,10,you may,0.8143996348745326
16,ptype_16,11,may,0.784675648910654
16,ptype_16,12,good,0.7788520719542396
16,ptype_16,13,so you,0.7694050231168599
16,ptype_16,14,your response,0.7491197958742394
16,ptype_16,15,https www,0.7359315672424542
16,ptype_16,16,www,0.7154440074545831
16,ptype_16,17,https,0.7127128045059793
16,ptype_16,18,information,0.7008745919610115
16,ptype_16,19,12 13,0.6910341645190949
16,ptype_16,20,to ask,0.6864466974877451
17,ptype_17,1,point point,1.855945362450769
17,ptype_17,2,point,1.5820547853479034
17,ptype_17,3,taken,0.9201524418912115
17,ptype_17,4,was,0.8684031701199927
17,ptype_17,5,will,0.7514629368842425
17,ptype_17,6,work,0.7232208645301779
17,ptype_17,7,go to,0.7029268065221076
17,ptype_17,8,try to,0.6992883702469241
17,ptype_17,9,with,0.6969473824057529
17,ptype_17,10,time of,0.6770618867833719
17,ptype_17,11,step then,0.6743701613760649
17,ptype_17,12,to work,0.6547208685817478
17,ptype_17,13,later,0.6159244510618415
17,ptype_17,14,up with,0.6108671775601971
17,ptype_17,15,will try,0.5829662712857702
17,ptype_17,16,with longer,0.5792696503447059
17,ptype_17,17,minutes point,0.5692763714888766
17,ptype_17,18,method will,0.5630476583161436
17,ptype_17,19,hours hours,0.5623409739780718
17,ptype_17,20,my,0.5375667045465186
18,ptype_18,1,sure how,0.8881291442084736
18,ptype_18,2,how to,0.8271316730513769
18,ptype_18,3,do this,0.6540817399116121
18,ptype_18,4,not sure,0.6443907996416561
18,ptype_18,5,to keep,0.644131734891722
18,ptype_18,6,keep,0.644131734891722
18,ptype_18,7,this,0.642150349336868
18,ptype_18,8,this not,0.6319610357491643
18,ptype_18,9,how,0.6230291379071897
18,ptype_18,10,actions you,0.5975462702734952
18,ptype_18,11,is good,0.5776845744311068
18,ptype_18,12,of actions,0.5667192494269325
18,ptype_18,13,sure,0.5637341388299812
18,ptype_18,14,11,0.5593792669775055
18,ptype_18,15,the event,0.5530314039063813
18,ptype_18,16,this is,0.5521359067893886
18,ptype_18,17,then in,0.5476028820764203
18,ptype_18,18,list,0.541293967104923
18,ptype_18,19,good,0.5320493908134865
18,ptype_18,20,list if,0.5306810198579776
19,ptype_19,1,10 10,2.7195573839185925
19,ptype_19,2,10,1.2004601608659402
19,ptype_19,3,place,1.0663131910881003
19,ptype_19,4,try it,1.0546289121409167
19,ptype_19,5,place gets,0.886147788456301
19,ptype_19,6,try,0.8568778769710866
19,ptype_19,7,21 22,0.7995217140233308
19,ptype_19,8,22,0.7995217140233308
19,ptype_19,9,gets,0.7898235448774804
19,ptype_19,10,see if,0.7711980794879124
19,ptype_19,11,if it,0.7654425103620719
19,ptype_19,12,and see,0.7623929038633491
19,ptype_19,13,people,0.7571076116597601
19,ptype_19,14,going,0.7148551356548097
19,ptype_19,15,see,0.6840799908809784
19,ptype_19,16,car,0.6774584074235973
19,ptype_19,17,it and,0.6737394125752698
19,ptype_19,18,minutes minutes,0.6728466806938065
19,ptype_19,19,late,0.6500475578842679
19,ptype_19,20,going to,0.644030464294763
20,ptype_20,1,would,1.0996386561688416
20,ptype_20,2,randomly,1.0085471778288861
20,ptype_20,3,assign,0.8913748700113904
20,ptype_20,4,get,0.8348729107898197
20,ptype_20,5,randomly assign,0.7908668761545818
20,ptype_20,6,the deadline,0.7626731530612318
20,ptype_20,7,would ask,0.7507539916417424
20,ptype_20,8,assign the,0.740148392518252
20,ptype_20,9,deadline,0.706702753226547
20,ptype_20,10,sorry,0.701012342782747
20,ptype_20,11,would try,0.6917414586636129
20,ptype_20,12,sorry didn,0.6773975258948982
20,ptype_20,13,deadline what,0.6771321501441934
20,ptype_20,14,but allow,0.6613151968178453
20,ptype_20,15,didn,0.6386111840966024
20,ptype_20,16,method would,0.6069841591663374
20,ptype_20,17,people to,0.6002561205572461
20,ptype_20,18,step what,0.5918676737052146
20,ptype_20,19,due,0.5830225337214591
20,ptype_20,20,ll get,0.5658741642139593
21,ptype_21,1,need,1.2561023172844552
21,ptype_21,2,ask the,1.0886629972646877
21,ptype_21,3,ask,1.011745656890188
21,ptype_21,4,are not,0.938795963860909
21,ptype_21,5,you need,0.8370564421034328
21,ptype_21,6,beer,0.8316781735431389
21,ptype_21,7,then ask,0.8199401937111781
21,ptype_21,8,you are,0.8133877900363302
21,ptype_21,9,coffee,0.8028098078660876
21,ptype_21,10,paragraphs,0.7932439975354663
21,ptype_21,11,if,0.7717143073002185
21,ptype_21,12,get,0.7416566068823252
21,ptype_21,13,will,0.7247740013538401
21,ptype_21,14,more,0.7140871444285645
21,ptype_21,15,chair,0.6929049789389197
21,ptype_21,16,need more,0.6781558596847191
21,ptype_21,17,this,0.6621493690162624
21,ptype_21,18,for more,0.6583139115623782
21,ptype_21,19,if you,0.6531866339538075
21,ptype_21,20,person you,0.6331598205291338
22,ptype_22,1,have,1.273968321266995
22,ptype_22,2,that sorry,1.151915469949477
22,ptype_22,3,important,0.9697002024180652
22,ptype_22,4,do not,0.8733950417075368
22,ptype_22,5,hear that,0.8418875811932198
22,ptype_22,6,hear,0.8219498398127418
22,ptype_22,7,minutes minutes,0.7954968464642433
22,ptype_22,8,what,0.7894125621496443
22,ptype_22,9,sorry to,0.7767749003985225
22,ptype_22,10,most important,0.7753775533211988
22,ptype_22,11,have list,0.7651964012484519
22,ptype_22,12,not sure,0.7621213813079583
22,ptype_22,13,to hear,0.7584957239954226
22,ptype_22,14,mean,0.7265135437070996
22,ptype_22,15,to do,0.7226128784676897
22,ptype_22,16,to,0.7043238820846608
22,ptype_22,17,thing to,0.7020746302498144
22,ptype_22,18,sure,0.6987270929459581
22,ptype_22,19,people who,0.6958941292281436
22,ptype_22,20,you mean,0.6893087205777172
23,ptype_23,1,100 words,1.6290895995156196
23,ptype_23,2,100,1.5318147703663452
23,ptype_23,3,words,1.3937085128894497
23,ptype_23,4,better,1.3020361907945672
23,ptype_23,5,feel better,1.2931753963968105
23,ptype_23,6,hope you,1.2573743242599378
23,ptype_23,7,hope,1.2061936933458053
23,ptype_23,8,better soon,1.1358216061066215
23,ptype_23,9,that hope,1.094114361113329
23,ptype_23,10,then ask,0.918973500316749
23,ptype_23,11,you feel,0.9180234956562553
23,ptype_23,12,person better,0.8487317924057998
23,ptype_23,13,feel,0.8478743349451123
23,ptype_23,14,know the,0.7966618315063925
23,ptype_23,15,soon,0.7824555136676183
23,ptype_23,16,to hear,0.7493427355094364
23,ptype_23,17,hear that,0.7286671339663667
23,ptype_23,18,sorry to,0.7254437783051315
23,ptype_23,19,do not,0.709360735104409
23,ptype_23,20,question to,0.7065695059875339
24,ptype_24,1,hours later,1.505438200042026
24,ptype_24,2,re not,1.1148933871718993
24,ptype_24,3,hours,1.0563615496406582
24,ptype_24,4,reply hours,0.9978684311266858
24,ptype_24,5,you re,0.957440042734071
24,ptype_24,6,re,0.9551923063722515
24,ptype_24,7,later another,0.8758464204634683
24,ptype_24,8,later,0.7921338608727733
24,ptype_24,9,get,0.7664939364454466
24,ptype_24,10,ask,0.7292698541247358
24,ptype_24,11,question,0.7137808545138642
24,ptype_24,12,ask ask,0.7003182073348313
24,ptype_24,13,not sure,0.6999586332093097
24,ptype_24,14,to ask,0.6499660600512603
24,ptype_24,15,update write,0.6453596401426732
24,ptype_24,16,sentences is,0.6385137937509214
24,ptype_24,17,to decide,0.6193073068456036
24,ptype_24,18,immediate response,0.6173485673335396
24,ptype_24,19,if,0.6081712220534579
24,ptype_24,20,like,0.6001427270444492
25,ptype_25,1,to you,0.734790790978179
25,ptype_25,2,weekend,0.6359245471517032
25,ptype_25,3,the dog,0.6266511775097241
25,ptype_25,4,is not,0.6266277292464871
25,ptype_25,5,will,0.5707013384009151
25,ptype_25,6,hours hours,0.5647776729966806
25,ptype_25,7,store,0.5573957464160205
25,ptype_25,8,we,0.5518178711564986
25,ptype_25,9,2017,0.5415883284255967
25,ptype_25,10,2017 2017,0.5357417688035722
25,ptype_25,11,minutes minutes,0.5342088859677783
25,ptype_25,12,dog,0.5285652734234686
25,ptype_25,13,to the,0.5278095223458148
25,ptype_25,14,software is,0.5127234696877775
25,ptype_25,15,you want,0.5111901062532916
25,ptype_25,16,will now,0.4859078117359378
25,ptype_25,17,go,0.4784937861473423
25,ptype_25,18,will then,0.4709946042878616
25,ptype_25,19,some,0.46648789462593854
25,ptype_25,20,store and,0.4603488610420611
26,ptype_26,1,elm,2.092391910543144
26,ptype_26,2,are,1.733643121050859
26,ptype_26,3,you are,1.5205405402436059
26,ptype_26,4,rollme,1.257886733832789
26,ptype_26,5,raeflower,1.195648020183595
26,ptype_26,6,raeflower raeflower,1.1516013634701352
26,ptype_26,7,1d10,1.10759927265877
26,ptype_26,8,elm package,0.9648419114235626
26,ptype_26,9,are not,0.9122046895683151
26,ptype_26,10,file,0.8804042296026451
26,ptype_26,11,package,0.8266317038131761
26,ptype_26,12,template,0.8093520615732752
26,ptype_26,13,are both,0.8075797417595447
26,ptype_26,14,respond,0.799952292257178
26,ptype_26,15,character,0.7915697464572593
26,ptype_26,16,use the,0.7833899221246015
26,ptype_26,17,help,0.7647585386715836
26,ptype_26,18,for help,0.7589871280566689
26,ptype_26,19,help if,0.7524329552295826
26,ptype_26,20,create,0.7443115090655709
27,ptype_27,1,hours,1.265256051835291
27,ptype_27,2,with,1.0516734371299241
27,ptype_27,3,are the,0.9799851596237733
27,ptype_27,4,hours hours,0.9218193858189931
27,ptype_27,5,what are,0.8940306041454795
27,ptype_27,6,points points,0.7881248844828761
27,ptype_27,7,points,0.7573435423451402
27,ptype_27,8,as,0.7505494147826308
27,ptype_27,9,up email,0.657595785161491
27,ptype_27,10,write research,0.6545673942658715
27,ptype_27,11,email,0.6419185380473016
27,ptype_27,12,that you,0.6376150026711475
27,ptype_27,13,minutes minutes,0.6250588903422329
27,ptype_27,14,are,0.6176641880662391
27,ptype_27,15,immediate next,0.5998092164216658
27,ptype_27,16,and,0.5340893242396324
27,ptype_27,17,to write,0.5311942495927574
27,ptype_27,18,then in,0.514392316482273
27,ptype_27,19,give short,0.5092564589148513
27,ptype_27,20,should do,0.506112746467355
28,ptype_28,1,don,1.7070863314318234
28,ptype_28,2,you don,1.4909780540931628
28,ptype_28,3,if you,1.308681906139779
28,ptype_28,4,sentences,1.288664373313232
28,ptype_28,5,don have,1.2772840634568945
28,ptype_28,6,have time,1.228602031418835
28,ptype_28,7,sentences sentences,1.205115557279155
28,ptype_28,8,if,1.0626279961388594
28,ptype_28,9,say,1.0242294726592138
28,ptype_28,10,think that,0.9476594065412897
28,ptype_28,11,novels,0.8709338128017824
28,ptype_28,12,books novels,0.8709338128017824
28,ptype_28,13,time to,0.8162847264365709
28,ptype_28,14,novels books,0.7896545670639011
28,ptype_28,15,you are,0.7774527689043548
28,ptype_28,16,it is,0.7744980880547326
28,ptype_28,17,time,0.7639597229072913
28,ptype_28,18,books,0.7271447661321618
28,ptype_28,19,sentences 10,0.7040620402049034
28,ptype_28,20,so,0.6977613158634671
29,ptype_29,1,ask if,1.271940060130995
29,ptype_29,2,points points,1.192051493478818
29,ptype_29,3,minutes,1.0905522499874707
29,ptype_29,4,points,0.954798001471236
29,ptype_29,5,you re,0.8287633893024904
29,ptype_29,6,state of,0.822904783350715
29,ptype_29,7,pages,0.7952986014185149
29,ptype_29,8,re,0.7927831038326055
29,ptype_29,9,then after,0.7917153698081125
29,ptype_29,10,current state,0.7837112199672478
29,ptype_29,11,minutes minutes,0.7759069743177036
29,ptype_29,12,re not,0.7638658670592168
29,ptype_29,13,create new,0.763391871735776
29,ptype_29,14,create,0.719303307977172
29,ptype_29,15,not,0.6704816615707172
29,ptype_29,16,sure,0.6629582835059938
29,ptype_29,17,sure what,0.6617075109290353
29,ptype_29,18,after,0.6389265128781129
29,ptype_29,19,the current,0.6297506448193697
29,ptype_29,20,current,0.6207549747054146
30,ptype_30,1,response,1.2479197597266412
30,ptype_30,2,you are,1.2464984009533702
30,ptype_30,3,write,1.1822524965844334
30,ptype_30,4,am,0.9997633217678887
30,ptype_30,5,are,0.8686918714798089
30,ptype_30,6,parts each,0.8528958964258344
30,ptype_30,7,longer response,0.8059272984170845
30,ptype_30,8,in two,0.7845246214031091
30,ptype_30,9,longer,0.7566151351841489
30,ptype_30,10,brief,0.7528392415663608
30,ptype_30,11,reply,0.7084591647689471
30,ptype_30,12,am not,0.7012503955938358
30,ptype_30,13,two parts,0.6950823673203629
30,ptype_30,14,to party,0.6792218381409713
30,ptype_30,15,reply you,0.67055738258388
30,ptype_30,16,want to,0.6443735020021164
30,ptype_30,17,get the,0.6432352300268627
30,ptype_30,18,are participant,0.6375537911420368
30,ptype_30,19,each of,0.6252968656168361
30,ptype_30,20,participant in,0.6168826647909672
31,ptype_31,1,hours hours,0.9884784087812833
31,ptype_31,2,you are,0.9115346468018002
31,ptype_31,3,are,0.8860672117059302
31,ptype_31,4,and,0.877490705895881
31,ptype_31,5,may,0.8069710631891487
31,ptype_31,6,you may,0.7228773133923635
31,ptype_31,7,hours,0.6864307966440409
31,ptype_31,8,help,0.6818989332923772
31,ptype_31,9,may want,0.648693537197011
31,ptype_31,10,kids,0.6340958330480178
31,ptype_31,11,and the,0.6302538228088969
31,ptype_31,12,description,0.6106156771211014
