prompt_id,group,category,text,construction_or_source_note,legacy_core,legacy_prompt_sha256,split,token_ids,token_count,prompt_text_sha256,raw_file_sha256,manifest_fingerprint
ACT-IPIP-N4-03,ipip_stems,N4,Only feel comfortable with friends.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,cce2d58839f0db344e4ea2dbca9f485e48fac4331514b2e92272f32fe633bfa0,validation,"[128000, 7456, 2733, 10882, 449, 4885, 13]",7,cce2d58839f0db344e4ea2dbca9f485e48fac4331514b2e92272f32fe633bfa0,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-N4-04,ipip_stems,N4,Am not bothered by difficult social situations.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,6114180be741906b0c81f999393cf8a24860a5e1e16a79e4082cea354c55d852,test,"[128000, 6219, 539, 46376, 555, 5107, 3674, 15082, 13]",9,6114180be741906b0c81f999393cf8a24860a5e1e16a79e4082cea354c55d852,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-N5-01,ipip_stems,N5,Go on binges.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,ee2ec53d428ec6a43006be558004b73852de8a684deb3481784b5e89490398c1,validation,"[128000, 11087, 389, 293, 41499, 13]",6,ee2ec53d428ec6a43006be558004b73852de8a684deb3481784b5e89490398c1,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-N5-02,ipip_stems,N5,Rarely overindulge.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,23cad64872c0fb4cf73b1d4806764066ba09cfc5e27277f456b1ac1f07e5e6b3,test,"[128000, 67511, 398, 927, 485, 360, 713, 13]",8,23cad64872c0fb4cf73b1d4806764066ba09cfc5e27277f456b1ac1f07e5e6b3,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-N5-03,ipip_stems,N5,Easily resist temptations.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,df60058636ad313a828984e91fee47ae69134617b7368cb25a12eeeb181f6507,train,"[128000, 36, 38367, 22884, 26032, 811, 13]",7,df60058636ad313a828984e91fee47ae69134617b7368cb25a12eeeb181f6507,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-N5-04,ipip_stems,N5,Am able to control my cravings.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,e4642d4a922413350fceac816b03cca32ab3ec205af05778b6f5943f3b07b01a,train,"[128000, 6219, 3025, 311, 2585, 856, 89928, 13]",8,e4642d4a922413350fceac816b03cca32ab3ec205af05778b6f5943f3b07b01a,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-N6-01,ipip_stems,N6,Panic easily.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,f474bccd2b45824f3be71f49bbfff5bd90030e50c19eed34b2c127f7e37f43f4,train,"[128000, 47, 32370, 6847, 13]",5,f474bccd2b45824f3be71f49bbfff5bd90030e50c19eed34b2c127f7e37f43f4,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-N6-02,ipip_stems,N6,Become overwhelmed by events.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,5d627945c2673032ddda8571809ef834ee741907de4bd40c86e5682fe4532134,train,"[128000, 65349, 43206, 555, 4455, 13]",6,5d627945c2673032ddda8571809ef834ee741907de4bd40c86e5682fe4532134,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-N6-03,ipip_stems,N6,Feel that I'm unable to deal with things.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,4a22b5e3786a1076f66e7d95dd4063d686ab693468a3b085b44b854d75f86305,validation,"[128000, 34027, 430, 358, 2846, 12153, 311, 3568, 449, 2574, 13]",11,4a22b5e3786a1076f66e7d95dd4063d686ab693468a3b085b44b854d75f86305,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-N6-04,ipip_stems,N6,Remain calm under pressure.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,e92cae90c674a41df4b55235eb438c7d3c70de69a619e8f934ce412ba3a164db,test,"[128000, 6728, 467, 19858, 1234, 7410, 13]",7,e92cae90c674a41df4b55235eb438c7d3c70de69a619e8f934ce412ba3a164db,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-E1-01,ipip_stems,E1,Make friends easily.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,4329dc7363af9a8b179d8510bd18435d098942e72e45d5acd7c1b33b1878f134,validation,"[128000, 8238, 4885, 6847, 13]",5,4329dc7363af9a8b179d8510bd18435d098942e72e45d5acd7c1b33b1878f134,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-E1-02,ipip_stems,E1,Feel comfortable around people.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,0bb964efff89825bdcd27a75015a23cf2710c3ee88049a7c49bbc8a10c5b0845,train,"[128000, 34027, 10882, 2212, 1274, 13]",6,0bb964efff89825bdcd27a75015a23cf2710c3ee88049a7c49bbc8a10c5b0845,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-E1-03,ipip_stems,E1,Avoid contacts with others.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,acef684fe79d206a6edd97c9996f317792763fac31c5a1786f4a50fe4d041d4f,train,"[128000, 53216, 19015, 449, 3885, 13]",6,acef684fe79d206a6edd97c9996f317792763fac31c5a1786f4a50fe4d041d4f,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-E1-04,ipip_stems,E1,Keep others at a distance.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,aefe281f23e9b2aa25ff7a1a44cde2ae0eb2848120ed3ef79cb972cacb3f54f2,test,"[128000, 19999, 3885, 520, 264, 6138, 13]",7,aefe281f23e9b2aa25ff7a1a44cde2ae0eb2848120ed3ef79cb972cacb3f54f2,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-E2-01,ipip_stems,E2,Love large parties.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,9bc5014a929a430a2b8e35c2a26eb80ed3ce49e41d08b901ed618153bde8ede9,train,"[128000, 29351, 3544, 9875, 13]",5,9bc5014a929a430a2b8e35c2a26eb80ed3ce49e41d08b901ed618153bde8ede9,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-E2-02,ipip_stems,E2,Talk to a lot of different people at parties.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,57f74f144743ed41c93321e7b31e9e103e62e8eb1f2362a11349ac9e22ac277e,validation,"[128000, 37310, 311, 264, 2763, 315, 2204, 1274, 520, 9875, 13]",11,57f74f144743ed41c93321e7b31e9e103e62e8eb1f2362a11349ac9e22ac277e,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-E2-03,ipip_stems,E2,Prefer to be alone.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,cc7ad2b8280084a81613742e890fb251e1c5bb8bc12af8a9f836f00405229dbf,test,"[128000, 4808, 809, 311, 387, 7636, 13]",7,cc7ad2b8280084a81613742e890fb251e1c5bb8bc12af8a9f836f00405229dbf,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-E2-04,ipip_stems,E2,Avoid crowds.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,6a6256829639b433c3171b90166efce9b931a3515d109aaf194f2b1feec6cf40,train,"[128000, 53216, 35851, 13]",4,6a6256829639b433c3171b90166efce9b931a3515d109aaf194f2b1feec6cf40,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-E3-01,ipip_stems,E3,Take charge.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,0c1c9292ce2b018605e29e6018b0b2eba3a1c1b123ea527e39a266bfc520cfbf,validation,"[128000, 18293, 6900, 13]",4,0c1c9292ce2b018605e29e6018b0b2eba3a1c1b123ea527e39a266bfc520cfbf,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-E3-02,ipip_stems,E3,Try to lead others.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,4dffe3d09dc44f59a3c2c2ab5b3834b0b5fa07a8803c038620666ecdd516821f,train,"[128000, 22170, 311, 3063, 3885, 13]",6,4dffe3d09dc44f59a3c2c2ab5b3834b0b5fa07a8803c038620666ecdd516821f,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-E3-03,ipip_stems,E3,Take control of things.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,dba52e0c141c2884e267256197d2f3142e1adce3564f327475308bc9c6945340,train,"[128000, 18293, 2585, 315, 2574, 13]",6,dba52e0c141c2884e267256197d2f3142e1adce3564f327475308bc9c6945340,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-E3-04,ipip_stems,E3,Wait for others to lead the way.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,939cb9808577a88226aeb2ec8fa92926deb8b45101e43a7f601047718a985aff,test,"[128000, 14524, 369, 3885, 311, 3063, 279, 1648, 13]",9,939cb9808577a88226aeb2ec8fa92926deb8b45101e43a7f601047718a985aff,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-E4-01,ipip_stems,E4,Am always busy.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,f62f1e140e2eac805124f45d10e0a0379e91d6427063623a16c0882498280389,train,"[128000, 6219, 2744, 13326, 13]",5,f62f1e140e2eac805124f45d10e0a0379e91d6427063623a16c0882498280389,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-E4-02,ipip_stems,E4,Am always on the go.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,a8ba0273343a604730f3a288799e5ccea88d2f11c27d1843bc45cb0152ca53e7,test,"[128000, 6219, 2744, 389, 279, 733, 13]",7,a8ba0273343a604730f3a288799e5ccea88d2f11c27d1843bc45cb0152ca53e7,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-E4-03,ipip_stems,E4,Do a lot in my spare time.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,1caca24dab170a7f28a15019a71c0f0de3e7349297ee89e224c409434444d903,validation,"[128000, 5519, 264, 2763, 304, 856, 24804, 892, 13]",9,1caca24dab170a7f28a15019a71c0f0de3e7349297ee89e224c409434444d903,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-E4-04,ipip_stems,E4,Like to take it easy.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,18b26ab9d9790efe6ca847dbd3b2080c461e8ff3c62521e2d12c0fa944e5fc93,train,"[128000, 13246, 311, 1935, 433, 4228, 13]",7,18b26ab9d9790efe6ca847dbd3b2080c461e8ff3c62521e2d12c0fa944e5fc93,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-E5-01,ipip_stems,E5,Love excitement.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,b60799b880f3d6372626d0f777137cea9470d9945731458b3cf334bba332caa7,validation,"[128000, 29351, 28361, 13]",4,b60799b880f3d6372626d0f777137cea9470d9945731458b3cf334bba332caa7,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-E5-02,ipip_stems,E5,Seek adventure.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,227e901779492b42b58e9160af03c0e41d6beb3d0d8a7a2272a77c8692cc71ab,test,"[128000, 40450, 18427, 13]",4,227e901779492b42b58e9160af03c0e41d6beb3d0d8a7a2272a77c8692cc71ab,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-E5-03,ipip_stems,E5,Enjoy being reckless.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,7918a09cf147417a9c91f44723ffaa28b10321b517c553305ef966c425a318c9,train,"[128000, 39804, 1694, 54317, 13]",5,7918a09cf147417a9c91f44723ffaa28b10321b517c553305ef966c425a318c9,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-E5-04,ipip_stems,E5,Act wild and crazy.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,3a85c8963b663b926e476f2a94a819f133ce608ee73b3c14902987b5ea832d4c,train,"[128000, 2471, 8545, 323, 14599, 13]",6,3a85c8963b663b926e476f2a94a819f133ce608ee73b3c14902987b5ea832d4c,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-E6-01,ipip_stems,E6,Radiate joy.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,e01769a976cf5e251f7c07f7e3b45dc9ec0745277799cc47212bea9cbd2edc8a,train,"[128000, 75246, 349, 16267, 13]",5,e01769a976cf5e251f7c07f7e3b45dc9ec0745277799cc47212bea9cbd2edc8a,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-E6-02,ipip_stems,E6,Have a lot of fun.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,7717311a935abea4d7de88289c86443a5dd894026c9d5a0c3268c49c9610955a,validation,"[128000, 12389, 264, 2763, 315, 2523, 13]",7,7717311a935abea4d7de88289c86443a5dd894026c9d5a0c3268c49c9610955a,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-E6-03,ipip_stems,E6,Love life.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,996869dd5bc7a351e86302bd52e1c156d5c92bd8f8d0c308d0eafb76f30805a8,train,"[128000, 29351, 2324, 13]",4,996869dd5bc7a351e86302bd52e1c156d5c92bd8f8d0c308d0eafb76f30805a8,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-E6-04,ipip_stems,E6,Look at the bright side of life.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,513fe2567c16e4008352870389387648e0c8200dfa2d32b2143cc873defeeada,test,"[128000, 10596, 520, 279, 10107, 3185, 315, 2324, 13]",9,513fe2567c16e4008352870389387648e0c8200dfa2d32b2143cc873defeeada,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-O1-01,ipip_stems,O1,Have a vivid imagination.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,af40b598bad2f29f344c30f63cebdf95f879fc4bdd00b5847d2e9279bd92dad5,train,"[128000, 12389, 264, 43120, 28899, 13]",6,af40b598bad2f29f344c30f63cebdf95f879fc4bdd00b5847d2e9279bd92dad5,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-O1-02,ipip_stems,O1,Enjoy wild flights of fantasy.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,74672f9fd52c6772a9d382342a1058d03396b9a6eb172597a1b34611d30f25bc,train,"[128000, 39804, 8545, 25952, 315, 18884, 13]",7,74672f9fd52c6772a9d382342a1058d03396b9a6eb172597a1b34611d30f25bc,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-O1-03,ipip_stems,O1,Love to daydream.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,24c98f51be14273e5cab2796ffeb9d84a3955a48c145cda1eff998c5cdb7df0b,validation,"[128000, 29351, 311, 1938, 57291, 13]",6,24c98f51be14273e5cab2796ffeb9d84a3955a48c145cda1eff998c5cdb7df0b,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-IPIP-O1-04,ipip_stems,O1,Like to get lost in thought.,Exact frozen Johnson 2014 IPIP-NEO-120 item statement.,True,2ec790195e602527501b9b183fe859d19f17bbd0cdfe8dc256250f5d9175f88a,test,"[128000, 13246, 311, 636, 5675, 304, 3463, 13]",8,2ec790195e602527501b9b183fe859d19f17bbd0cdfe8dc256250f5d9175f88a,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
